,congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
13598,104,house,N000172,James,Allen,Nussle,,1960-06-27,IA,R,Yes,1995-01-04,34.5
13599,104,house,L000035,Blanche,Lambert,Lincoln,,1960-09-30,AR,D,Yes,1995-01-04,34.3
13600,104,house,P000419,Richard,W.,Pombo,,1961-01-08,CA,R,Yes,1995-01-04,34.0
13601,104,house,H000807,John,Nathan,Hostettler,,1961-06-19,IN,R,No,1995-01-04,33.5
13602,104,house,F000187,Michael,P.,Flanagan,,1962-11-09,IL,R,No,1995-01-04,32.2
13603,104,house,F000110,Cleo,,Fields,,1962-11-22,LA,D,Yes,1995-01-04,32.1
13604,104,house,C000377,Jon,Lynn,Christensen,,1963-02-20,NE,R,No,1995-01-04,31.9
13605,104,house,S000106,Joe,,Scarborough,,1963-04-09,FL,R,No,1995-01-04,31.7
13606,104,house,J000283,Jesse,Louis,Jackson,Jr.,1965-03-11,IL,D,No,1995-01-04,29.8
13607,104,house,T000048,Randy,J.,Tate,,1965-11-23,WA,R,No,1995-01-04,29.1
13608,104,house,K000113,Patrick,Joseph,Kennedy,,1967-07-14,RI,D,No,1995-01-04,27.5
13609,104,senate,T000254,J.,Strom,Thurmond,,1902-12-05,SC,R,Yes,1995-01-04,92.1
13610,104,senate,B001210,Robert,C.,Byrd,,1917-11-20,WV,D,Yes,1995-01-04,77.1
13611,104,senate,P000193,Claiborne,de Borda,Pell,,1918-11-22,RI,D,Yes,1995-01-04,76.1
13612,104,senate,H000445,Howell,Thomas,Heflin,,1921-06-19,AL,D,Yes,1995-01-04,73.5
13613,104,senate,G000236,John,Herschel,Glenn,Jr.,1921-07-18,OH,D,Yes,1995-01-04,73.5
13614,104,senate,R000460,William,V.,Roth,Jr.,1921-07-22,DE,R,Yes,1995-01-04,73.5
13615,104,senate,E000284,J.,James,Exon,,1921-08-09,NE,D,Yes,1995-01-04,73.4
13616,104,senate,H000463,Jesse,,Helms,,1921-10-18,NC,R,Yes,1995-01-04,73.2
13617,104,senate,H000725,Ernest,F.,Hollings,,1922-01-01,SC,D,Yes,1995-01-04,73.0
13618,104,senate,H000343,Mark,Odom,Hatfield,,1922-07-12,OR,R,Yes,1995-01-04,72.5
13619,104,senate,C000269,John,Hubbard,Chafee,,1922-10-22,RI,R,Yes,1995-01-04,72.2
13620,104,senate,S000888,Ted,F.,Stevens,,1923-11-18,AK,R,Yes,1995-01-04,71.1
13621,104,senate,L000123,Frank,R.,Lautenberg,,1924-01-23,NJ,D,Yes,1995-01-04,70.9
13622,104,senate,I000025,Daniel,K.,Inouye,,1924-09-07,HI,D,Yes,1995-01-04,70.3
13623,104,senate,F000268,Wendell,Hampton,Ford,,1924-09-08,KY,D,Yes,1995-01-04,70.3
13624,104,senate,A000069,Daniel,Kahikina,Akaka,,1924-09-11,HI,D,Yes,1995-01-04,70.3
13625,104,senate,B001057,Dale,,Bumpers,,1925-08-12,AR,D,Yes,1995-01-04,69.4
13626,104,senate,W000154,John,W.,Warner,,1927-02-18,VA,R,Yes,1995-01-04,67.9
13627,104,senate,M001054,Daniel,Patrick,Moynihan,,1927-03-16,NY,D,Yes,1995-01-04,67.8
13628,104,senate,G000333,T.,Slade,Gorton,,1928-01-08,WA,R,Yes,1995-01-04,67.0
13629,104,senate,F000437,Duncan,McLauchlin,Faircloth,,1928-01-14,NC,R,Yes,1995-01-04,67.0
13630,104,senate,S000423,Paul,Martin,Simon,,1928-11-29,IL,D,Yes,1995-01-04,66.1
13631,104,senate,S000709,Arlen,,Specter,,1930-02-12,PA,R,Yes,1995-01-04,64.9
13632,104,senate,S000429,Alan,Kooi,Simpson,,1931-09-02,WY,R,Yes,1995-01-04,63.3
13633,104,senate,K000105,Edward,M.,Kennedy,,1932-02-22,MA,D,Yes,1995-01-04,62.9
13634,104,senate,L000504,Richard,G.,Lugar,,1932-04-04,IN,R,Yes,1995-01-04,62.8
13635,104,senate,D000407,Pete,V.,Domenici,,1932-05-07,NM,R,Yes,1995-01-04,62.7
13636,104,senate,J000189,John,Bennett,Johnston,Jr.,1932-06-10,LA,D,Yes,1995-01-04,62.6
13637,104,senate,K000017,Nancy,Landon,Kassebaum,,1932-07-29,KS,R,Yes,1995-01-04,62.4
13638,104,senate,S000064,Paul,S.,Sarbanes,,1933-02-03,MD,D,Yes,1995-01-04,61.9
13639,104,senate,T000162,Craig,,Thomas,,1933-02-17,WY,R,Yes,1995-01-04,61.9
13640,104,senate,M001085,Frank,H.,Murkowski,,1933-03-28,AK,R,Yes,1995-01-04,61.8
13641,104,senate,C000077,Ben,Nighthorse,Campbell,,1933-04-13,CO,R,Yes,1995-01-04,61.7
13642,104,senate,F000062,Dianne,,Feinstein,,1933-06-22,CA,D,Yes,1995-01-04,61.5
13643,104,senate,G000386,Charles,E.,Grassley,,1933-09-17,IA,R,Yes,1995-01-04,61.3
13644,104,senate,B000382,Robert,F.,Bennett,,1933-09-18,UT,R,Yes,1995-01-04,61.3
13645,104,senate,H000338,Orrin,G.,Hatch,,1934-03-22,UT,R,Yes,1995-01-04,60.8
13646,104,senate,S000320,Richard,C.,Shelby,,1934-05-06,AL,R,Yes,1995-01-04,60.7
13647,104,senate,J000072,James,M.,Jeffords,,1934-05-11,VT,R,Yes,1995-01-04,60.7
13648,104,senate,L000261,Carl,,Levin,,1934-06-28,MI,D,Yes,1995-01-04,60.5
13649,104,senate,P000556,David,Hampton,Pryor,,1934-08-29,AR,D,Yes,1995-01-04,60.4
13650,104,senate,I000024,James,M.,Inhofe,,1934-11-17,OK,R,Yes,1995-01-04,60.1
13651,104,senate,B001126,Conrad,,Burns,,1935-01-25,MT,R,Yes,1995-01-04,59.9
13652,104,senate,K000305,Herbert,H.,Kohl,,1935-02-07,WI,D,Yes,1995-01-04,59.9
13653,104,senate,M000702,Barbara,A.,Mikulski,,1936-07-20,MD,D,Yes,1995-01-04,58.5
13654,104,senate,M000303,John,S.,McCain,,1936-08-29,AZ,R,Yes,1995-01-04,58.3
13655,104,senate,G000352,Bob,,Graham,,1936-11-09,FL,D,Yes,1995-01-04,58.2
13656,104,senate,R000361,John,D.,Rockefeller,IV,1937-06-18,WV,D,Yes,1995-01-04,57.5
13657,104,senate,B000993,Richard,H.,Bryan,,1937-07-16,NV,D,Yes,1995-01-04,57.5
13658,104,senate,D000018,Alfonse,Marcello,D'Amato,,1937-08-01,NY,R,Yes,1995-01-04,57.4
13659,104,senate,C000567,Thad,,Cochran,,1937-12-07,MS,R,Yes,1995-01-04,57.1
13660,104,senate,N000171,Samuel,Augustus,Nunn,,1938-09-08,GA,D,Yes,1995-01-04,56.3
13661,104,senate,C000813,Paul,D.,Coverdell,,1939-01-20,GA,R,Yes,1995-01-04,56.0
13662,104,senate,B000611,Christopher,S.,Bond,,1939-03-06,MO,R,Yes,1995-01-04,55.8
13663,104,senate,R000295,Charles,S.,Robb,,1939-06-26,VA,D,Yes,1995-01-04,55.5
13664,104,senate,H000206,Thomas,,Harkin,,1939-11-19,IA,D,Yes,1995-01-04,55.1
13665,104,senate,R000146,Harry,M.,Reid,,1939-12-02,NV,D,Yes,1995-01-04,55.1
13666,104,senate,B000919,George,Hanks,Brown,,1940-02-12,CO,R,Yes,1995-01-04,54.9
13667,104,senate,L000174,Patrick,J.,Leahy,,1940-03-31,VT,D,Yes,1995-01-04,54.8
13668,104,senate,C000598,William,Sebastian,Cohen,,1940-08-28,ME,R,Yes,1995-01-04,54.4
13669,104,senate,M000019,Connie,,Mack,III,1940-10-29,FL,R,Yes,1995-01-04,54.2
13670,104,senate,B000711,Barbara,,Boxer,,1940-11-11,CA,D,Yes,1995-01-04,54.1
13671,104,senate,S000606,Robert,,Smith,,1941-03-30,NH,R,Yes,1995-01-04,53.8
13672,104,senate,L000447,Trent,,Lott,,1941-10-09,MS,R,Yes,1995-01-04,53.2
13673,104,senate,B000243,Max,S.,Baucus,,1941-12-11,MT,D,Yes,1995-01-04,53.1
13674,104,senate,M000355,Mitch,,McConnell,,1942-02-20,KY,R,Yes,1995-01-04,52.9
13675,104,senate,L000304,Joseph,I.,Lieberman,,1942-02-24,CT,D,Yes,1995-01-04,52.9
13676,104,senate,P000513,Larry,Lee,Pressler,,1942-03-29,SD,R,Yes,1995-01-04,52.8
13677,104,senate,K000352,Jon,,Kyl,,1942-04-25,AZ,R,Yes,1995-01-04,52.7
13678,104,senate,A000356,John,,Ashcroft,,1942-05-09,MO,R,No,1995-01-04,52.7
13679,104,senate,D000432,Byron,L.,Dorgan,,1942-05-14,ND,D,Yes,1995-01-04,52.6
13680,104,senate,G000365,Phil,,Gramm,,1942-07-08,TX,R,Yes,1995-01-04,52.5
13681,104,senate,T000457,Fred,,Thompson,,1942-08-19,TN,R,Yes,1995-01-04,52.4
13682,104,senate,B000444,Joseph,R.,Biden,Jr.,1942-11-20,DE,D,Yes,1995-01-04,52.1
13683,104,senate,C000542,Daniel,Ray,Coats,,1943-05-16,IN,R,Yes,1995-01-04,51.6
13684,104,senate,H001016,Kay,Bailey,Hutchison,,1943-07-22,TX,R,Yes,1995-01-04,51.5
13685,104,senate,B001225,William,Warren,Bradley,,1943-07-28,NJ,D,Yes,1995-01-04,51.4
13686,104,senate,K000146,J.,Robert,Kerrey,,1943-08-27,NE,D,Yes,1995-01-04,51.4
13687,104,senate,B000468,Jeff,,Bingaman,,1943-10-03,NM,D,Yes,1995-01-04,51.3
13688,104,senate,K000148,John,Forbes,Kerry,,1943-12-11,MA,D,Yes,1995-01-04,51.1
13689,104,senate,B000780,John,B.,Breaux,,1944-03-01,LA,D,Yes,1995-01-04,50.8
13690,104,senate,D000388,Christopher,J.,Dodd,,1944-05-27,CT,D,Yes,1995-01-04,50.6
13691,104,senate,W000288,Paul,David,Wellstone,,1944-07-21,MN,D,Yes,1995-01-04,50.5
13692,104,senate,C000858,Larry,E.,Craig,,1945-07-20,ID,R,Yes,1995-01-04,49.5
13693,104,senate,D000294,Michael,,DeWine,,1947-01-05,OH,R,No,1995-01-04,48.0
13694,104,senate,G000445,Judd,A.,Gregg,,1947-02-14,NH,R,Yes,1995-01-04,47.9
13695,104,senate,S000663,Olympia,J.,Snowe,,1947-02-21,ME,R,Yes,1995-01-04,47.9
13696,104,senate,M001025,Carol,,Moseley Braun,,1947-08-16,IL,D,Yes,1995-01-04,47.4
13697,104,senate,D000064,Thomas,A.,Daschle,,1947-12-09,SD,D,Yes,1995-01-04,47.1
13698,104,senate,G000367,Rod,,Grams,,1948-02-04,MN,R,Yes,1995-01-04,46.9
13699,104,senate,C000705,Kent,Kent,Conrad,,1948-03-12,ND,D,Yes,1995-01-04,46.8
13700,104,senate,N000102,Don,,Nickles,,1948-12-06,OK,R,Yes,1995-01-04,46.1
13701,104,senate,W000779,Ron,,Wyden,,1949-05-03,OR,D,Yes,1995-01-04,45.7
13702,104,senate,M001111,Patty,,Murray,,1950-10-11,WA,D,Yes,1995-01-04,44.2
13703,104,senate,K000088,Dirk,,Kempthorne,,1951-10-29,ID,R,Yes,1995-01-04,43.2
13704,104,senate,F000439,William,H.,Frist,,1952-02-22,TN,R,No,1995-01-04,42.9
13705,104,senate,A000355,Spencer,,Abraham,,1952-06-12,MI,R,No,1995-01-04,42.6
13706,104,senate,F000061,Russell,D.,Feingold,,1953-03-02,WI,D,Yes,1995-01-04,41.8
13707,104,senate,B000953,Samuel,D.,Brownback,,1956-09-12,KS,R,No,1995-01-04,38.3
13708,104,senate,S000059,Richard,J.,Santorum,,1958-05-10,PA,R,Yes,1995-01-04,36.7
13709,104,senate,D000401,Robert,Joseph,Dole,,1919-07-21,KS,R,Yes,1995-01-04,75.5
13710,104,senate,F000438,Sheila,,Frahm,,1941-03-21,KS,R,No,1995-01-04,53.8
13711,104,senate,P000009,Robert,William,Packwood,,1928-09-10,OR,R,Yes,1995-01-04,66.3
13712,105,house,Y000013,Sidney,Richard,Yates,,1909-08-27,IL,D,Yes,1997-01-07,87.4
13713,105,house,G000272,Henry,Barbosa,González,,1916-05-03,TX,D,Yes,1997-01-07,80.7
13714,105,house,B000918,George,E.,Brown,Jr.,1920-03-06,CA,D,Yes,1997-01-07,76.8
13715,105,house,G000212,Benjamin,,Gilman,,1922-12-06,NY,R,Yes,1997-01-07,74.1
13716,105,house,H000067,Ralph,M.,Hall,,1923-05-03,TX,D,Yes,1997-01-07,73.7
13717,105,house,H001022,Henry,John,Hyde,,1924-04-18,IL,R,Yes,1997-01-07,72.7
13718,105,house,R000141,Ralph,,Regula,,1924-12-03,OH,R,Yes,1997-01-07,72.1
13719,105,house,S000948,Louis,,Stokes,,1925-02-23,OH,D,Yes,1997-01-07,71.9
13720,105,house,M000628,Carrie,,Meek,,1926-04-29,FL,D,Yes,1997-01-07,70.7
13721,105,house,B000208,Roscoe,G.,Bartlett,,1926-06-03,MD,R,Yes,1997-01-07,70.6
13722,105,house,D000355,John,D.,Dingell,,1926-07-08,MI,D,Yes,1997-01-07,70.5
13723,105,house,H000814,Amory,,Houghton,Jr.,1926-08-07,NY,R,Yes,1997-01-07,70.4
13724,105,house,B000104,Cass,,Ballenger,,1926-12-06,NC,R,Yes,1997-01-07,70.1
13725,105,house,S001044,Robert,,Stump,,1927-04-04,AZ,R,Yes,1997-01-07,69.8
13726,105,house,M000834,John,Joseph,Moakley,,1927-04-27,MA,D,Yes,1997-01-07,69.7
13727,105,house,S000453,Norman,,Sisisky,,1927-06-09,VA,D,Yes,1997-01-07,69.6
13728,105,house,S000463,Joseph,,Skeen,,1927-06-30,NM,R,Yes,1997-01-07,69.5
13729,105,house,M000669,Jack,,Metcalf,,1927-11-30,WA,R,Yes,1997-01-07,69.1
13730,105,house,G000291,William,F.,Goodling,,1927-12-05,PA,R,Yes,1997-01-07,69.1
13731,105,house,M000797,Patsy,Takemoto,Mink,,1927-12-06,HI,D,Yes,1997-01-07,69.1
13732,105,house,L000090,Tom,,Lantos,,1928-02-01,CA,D,Yes,1997-01-07,68.9
13733,105,house,A000215,Bill,,Archer,,1928-03-22,TX,R,Yes,1997-01-07,68.8
13734,105,house,S000718,Floyd,,Spence,,1928-04-09,SC,R,Yes,1997-01-07,68.7
13735,105,house,B000229,Herbert,H.,Bateman,,1928-08-07,VA,R,Yes,1997-01-07,68.4
13736,105,house,F000235,Thomas,Michael,Foglietta,,1928-12-03,PA,D,Yes,1997-01-07,68.1
13737,105,house,B000179,Bill,,Barrett,,1929-02-09,NE,R,Yes,1997-01-07,67.9
13738,105,house,M000206,Matthew,G.,Martínez,,1929-02-14,CA,D,Yes,1997-01-07,67.9
13739,105,house,F000049,Harris,W.,Fawell,,1929-03-25,IL,R,Yes,1997-01-07,67.8
13740,105,house,C000714,John,,Conyers,Jr.,1929-05-16,MI,D,Yes,1997-01-07,67.6
13741,105,house,S000480,Louise,McIntosh,Slaughter,,1929-08-14,NY,D,Yes,1997-01-07,67.4
13742,105,house,K000172,Dale,E.,Kildee,,1929-09-16,MI,D,Yes,1997-01-07,67.3
13743,105,house,R000465,Marge,,Roukema,,1929-09-19,NJ,R,Yes,1997-01-07,67.3
13744,105,house,M000212,Frank,,Mascara,,1930-01-19,PA,D,Yes,1997-01-07,67.0
13745,105,house,T000316,Esteban,Edward,Torres,,1930-01-27,CA,D,Yes,1997-01-07,66.9
13746,105,house,H000448,Willie,Gathrel,Hefner,,1930-04-11,NC,D,Yes,1997-01-07,66.7
13747,105,house,G000121,George,W.,Gekas,,1930-04-14,PA,R,Yes,1997-01-07,66.7
13748,105,house,R000053,Charles,B.,Rangel,,1930-06-11,NY,D,Yes,1997-01-07,66.6
13749,105,house,B000463,Michael,,Bilirakis,,1930-07-16,FL,R,Yes,1997-01-07,66.5
13750,105,house,S000675,Gerald,Brooks Hunt,Solomon,,1930-08-14,NY,R,Yes,1997-01-07,66.4
13751,105,house,P000326,Owen,B.,Pickett,,1930-08-31,VA,D,Yes,1997-01-07,66.4
13752,105,house,J000174,Sam,Robert,Johnson,,1930-10-11,TX,R,Yes,1997-01-07,66.2
13753,105,house,C000873,Philip,M.,Crane,,1930-11-03,IL,R,Yes,1997-01-07,66.2
13754,105,house,Y000031,C.,W. Bill,Young,,1930-12-16,FL,R,Yes,1997-01-07,66.1
13755,105,house,P000005,Ron,,Packard,,1931-01-19,CA,R,Yes,1997-01-07,66.0
13756,105,house,M000941,Constance,,Morella,,1931-02-12,MD,R,Yes,1997-01-07,65.9
13757,105,house,C000556,Howard,,Coble,,1931-03-18,NC,R,Yes,1997-01-07,65.8
13758,105,house,H000114,Lee,Herbert,Hamilton,,1931-04-20,IN,D,Yes,1997-01-07,65.7
13759,105,house,C000488,William,Lacy,Clay,Sr.,1931-04-30,MO,D,Yes,1997-01-07,65.7
13760,105,house,H000789,Stephen,,Horn,,1931-05-31,CA,R,Yes,1997-01-07,65.6
13761,105,house,S000607,Robert,Freeman,Smith,,1931-06-16,OR,R,No,1997-01-07,65.6
13762,105,house,L000263,Sander,M.,Levin,,1931-09-06,MI,D,Yes,1997-01-07,65.3
13763,105,house,M000399,Joseph,Michael,McDade,,1931-09-29,PA,R,Yes,1997-01-07,65.3
13764,105,house,B001066,Jim,,Bunning,,1931-10-23,KY,R,Yes,1997-01-07,65.2
13765,105,house,S000810,Fortney,H.,Stark,,1931-11-11,CA,D,Yes,1997-01-07,65.2
13766,105,house,S000465,Ike,,Skelton,,1931-12-20,MO,D,Yes,1997-01-07,65.1
13767,105,house,S000394,Elmer,Greinert,Shuster,,1932-01-23,PA,R,Yes,1997-01-07,65.0
13768,105,house,B000556,Tom,,Bliley,,1932-01-28,VA,R,Yes,1997-01-07,64.9
13769,105,house,M001120,John,P.,Murtha,,1932-06-17,PA,D,Yes,1997-01-07,64.6
13770,105,house,H000172,James,V.,Hansen,,1932-08-14,UT,R,Yes,1997-01-07,64.4
13771,105,house,C000052,H.,L.,Callahan,,1932-09-11,AL,R,Yes,1997-01-07,64.3
13772,105,house,M000117,Thomas,J.,Manton,,1932-11-03,NY,D,Yes,1997-01-07,64.2
13773,105,house,Y000033,Don,E.,Young,,1933-06-09,AK,R,Yes,1997-01-07,63.6
13774,105,house,K000288,Joseph,K.,Knollenberg,,1933-11-28,MI,R,Yes,1997-01-07,63.1
13775,105,house,B000652,Leonard,L.,Boswell,,1934-01-10,IA,D,No,1997-01-07,63.0
13776,105,house,D000046,Pat,,Danner,,1934-01-13,MO,D,Yes,1997-01-07,63.0
13777,105,house,E000092,Vernon,J.,Ehlers,,1934-02-06,MI,R,Yes,1997-01-07,62.9
13778,105,house,C000134,Walter,Holden,Capps,,1934-05-05,CA,D,No,1997-01-07,62.7
13779,105,house,P000149,Donald,M.,Payne,,1934-07-16,NJ,D,Yes,1997-01-07,62.5
13780,105,house,T000326,Edolphus,,Towns,,1934-07-21,NY,D,Yes,1997-01-07,62.5
13781,105,house,D000373,Julian,C.,Dixon,,1934-08-08,CA,D,Yes,1997-01-07,62.4
13782,105,house,O000006,James,L.,Oberstar,,1934-09-10,MN,D,Yes,1997-01-07,62.3
13783,105,house,C000494,Eva,,Clayton,,1934-09-16,NC,D,Yes,1997-01-07,62.3
13784,105,house,L000274,Jerry,,Lewis,,1934-10-21,CA,R,Yes,1997-01-07,62.2
13785,105,house,S000597,Nick,,Smith,,1934-11-05,MI,R,Yes,1997-01-07,62.2
13786,105,house,J000163,Nancy,Lee,Johnson,,1935-01-05,CT,R,Yes,1997-01-07,62.0
13787,105,house,B000622,Sonny,,Bono,,1935-02-16,CA,R,Yes,1997-01-07,61.9
13788,105,house,H000444,Joel,,Hefley,,1935-04-18,CO,R,Yes,1997-01-07,61.7
13789,105,house,P000444,John,Edward,Porter,,1935-06-01,IL,R,Yes,1997-01-07,61.6
13790,105,house,P000583,Ronald,E.,Paul,,1935-08-20,TX,R,No,1997-01-07,61.4
13791,105,house,E000282,Thomas,W.,Ewing,,1935-09-19,IL,R,Yes,1997-01-07,61.3
13792,105,house,D000222,Ronald,Vernie,Dellums,,1935-11-24,CA,D,Yes,1997-01-07,61.1
13793,105,house,J000126,Eddie,Bernice,Johnson,,1935-12-03,TX,D,Yes,1997-01-07,61.1
13794,105,house,S000109,Daniel,,Schaefer,,1936-01-25,CO,R,Yes,1997-01-07,61.0
13795,105,house,O000159,Major,R.,Owens,,1936-06-28,NY,D,Yes,1997-01-07,60.5
13796,105,house,K000118,Barbara,Bailey,Kennelly,,1936-07-10,CT,D,Yes,1997-01-07,60.5
13797,105,house,C000846,William,J.,Coyne,,1936-08-24,PA,D,Yes,1997-01-07,60.4
13798,105,house,O000085,John,W.,Olver,,1936-09-03,MA,D,Yes,1997-01-07,60.3
13799,105,house,H000324,Alcee,L.,Hastings,,1936-09-05,FL,D,Yes,1997-01-07,60.3
13800,105,house,K000078,Sue,W.,Kelly,,1936-09-26,NY,R,Yes,1997-01-07,60.3
13801,105,house,B000586,Sherwood,L.,Boehlert,,1936-09-28,NY,R,Yes,1997-01-07,60.3
13802,105,house,F000434,Elizabeth,,Furse,,1936-10-13,OR,D,Yes,1997-01-07,60.2
13803,105,house,H000666,David,Lee,Hobson,,1936-10-17,OH,R,Yes,1997-01-07,60.2
13804,105,house,J000082,William,Lewis,Jenkins,,1936-11-29,TN,R,No,1997-01-07,60.1
13805,105,house,M000404,Jim,A.,McDermott,,1936-12-28,WA,D,Yes,1997-01-07,60.0
13806,105,house,P000096,Bill,J.,Pascrell,Jr.,1937-01-25,NJ,D,No,1997-01-07,60.0
13807,105,house,E000268,Terry,,Everett,,1937-02-15,AL,R,Yes,1997-01-07,59.9
13808,105,house,K000008,Paul,E.,Kanjorski,,1937-04-02,PA,D,Yes,1997-01-07,59.8
13809,105,house,O000107,Solomon,P.,Ortiz,,1937-06-03,TX,D,Yes,1997-01-07,59.6
13810,105,house,L000480,Nita,M.,Lowey,,1937-07-05,NY,D,Yes,1997-01-07,59.5
13811,105,house,W000738,Lynn,C.,Woolsey,,1937-11-03,CA,D,Yes,1997-01-07,59.2
13812,105,house,L000342,William,O.,Lipinski,,1937-12-22,IL,D,Yes,1997-01-07,59.0
13813,105,house,R000395,Harold,,Rogers,,1937-12-31,KY,R,Yes,1997-01-07,59.0
13814,105,house,C001036,Lois,,Capps,,1938-01-10,CA,D,No,1997-01-07,59.0
13815,105,house,C000345,Helen,,Chenoweth-Hage,,1938-01-27,ID,R,Yes,1997-01-07,58.9
13816,105,house,S000005,Martin,Olav,Sabo,,1938-02-28,MN,D,Yes,1997-01-07,58.9
13817,105,house,B001149,Dan,L.,Burton,,1938-06-21,IN,R,Yes,1997-01-07,58.5
13818,105,house,A000014,Neil,,Abercrombie,,1938-06-26,HI,D,Yes,1997-01-07,58.5
13819,105,house,C000191,Julia,M.,Carson,,1938-07-08,IN,D,No,1997-01-07,58.5
13820,105,house,W000187,Maxine,,Waters,,1938-08-15,CA,D,Yes,1997-01-07,58.4
13821,105,house,M000714,Juanita,,Millender-McDonald,,1938-09-07,CA,D,Yes,1997-01-07,58.3
13822,105,house,M000508,Howard,P.,McKeon,,1938-09-09,CA,R,Yes,1997-01-07,58.3
13823,105,house,O000007,David,Ross,Obey,,1938-10-03,WI,D,Yes,1997-01-07,58.3
13824,105,house,S000851,Charles,W.,Stenholm,,1938-10-26,TX,D,Yes,1997-01-07,58.2
13825,105,house,H000627,Maurice,D.,Hinchey,,1938-10-27,NY,D,Yes,1997-01-07,58.2
13826,105,house,G000336,Porter,J.,Goss,,1938-11-26,FL,R,Yes,1997-01-07,58.1
13827,105,house,W000194,Wes,,Watkins,,1938-12-15,OK,R,No,1997-01-07,58.1
13828,105,house,P000263,John,E.,Peterson,,1938-12-25,PA,R,No,1997-01-07,58.0
13829,105,house,W000672,Frank,R.,Wolf,,1939-01-30,VA,R,Yes,1997-01-07,57.9
13830,105,house,G000210,Paul,E.,Gillmor,,1939-02-01,OH,R,Yes,1997-01-07,57.9
13831,105,house,K000181,Jay,,Kim,,1939-03-27,CA,R,Yes,1997-01-07,57.8
13832,105,house,H000762,Darlene,,Hooley,,1939-04-04,OR,D,No,1997-01-07,57.8
13833,105,house,S000303,E.,Clay,Shaw,Jr.,1939-04-19,FL,R,Yes,1997-01-07,57.7
13834,105,house,H000874,Steny,H.,Hoyer,,1939-06-14,MD,D,Yes,1997-01-07,57.6
13835,105,house,C000243,Michael,N.,Castle,,1939-07-02,DE,R,Yes,1997-01-07,57.5
13836,105,house,W000215,Henry,A.,Waxman,,1939-09-12,CA,D,Yes,1997-01-07,57.3
13837,105,house,B000403,Douglas,K.,Bereuter,,1939-10-06,NE,R,Yes,1997-01-07,57.3
13838,105,house,L000556,John,J.,LaFalce,,1939-10-06,NY,D,Yes,1997-01-07,57.3
13839,105,house,P000373,Joseph,R.,Pitts,,1939-10-10,PA,R,No,1997-01-07,57.2
13840,105,house,D000312,Jay,,Dickey,,1939-12-14,AR,R,Yes,1997-01-07,57.1
13841,105,house,L000287,John,R.,Lewis,,1940-02-21,GA,D,Yes,1997-01-07,56.9
13842,105,house,P000197,Nancy,,Pelosi,,1940-03-26,CA,D,Yes,1997-01-07,56.8
13843,105,house,F000339,Barney,,Frank,,1940-03-31,MA,D,Yes,1997-01-07,56.8
13844,105,house,P000265,Thomas,E.,Petri,,1940-05-28,WI,R,Yes,1997-01-07,56.6
13845,105,house,A000217,Richard,K.,Armey,,1940-07-07,TX,R,Yes,1997-01-07,56.5
13846,105,house,C000537,James,E.,Clyburn,,1940-07-21,SC,D,Yes,1997-01-07,56.5
13847,105,house,P000523,David,E.,Price,,1940-08-17,NC,D,No,1997-01-07,56.4
13848,105,house,H000636,Rubén,E.,Hinojosa,,1940-08-20,TX,D,No,1997-01-07,56.4
13849,105,house,V000087,Bruce,F.,Vento,,1940-10-07,MN,D,Yes,1997-01-07,56.3
13850,105,house,D000327,Norman,D.,Dicks,,1940-12-16,WA,D,Yes,1997-01-07,56.1
13851,105,house,T000067,Charles,H.,Taylor,,1941-01-23,NC,R,Yes,1997-01-07,56.0
13852,105,house,G000132,Richard,Andrew,Gephardt,,1941-01-31,MO,D,Yes,1997-01-07,55.9
13853,105,house,H000329,Doc,,Hastings,,1941-02-07,WA,R,Yes,1997-01-07,55.9
13854,105,house,B000410,Howard,L.,Berman,,1941-04-15,CA,D,Yes,1997-01-07,55.7
13855,105,house,S000822,Clifford,B.,Stearns,,1941-04-16,FL,R,Yes,1997-01-07,55.7
13856,105,house,T000350,James,A.,Traficant,Jr.,1941-05-08,OH,D,Yes,1997-01-07,55.7
13857,105,house,R000486,Lucille,,Roybal-Allard,,1941-06-12,CA,D,Yes,1997-01-07,55.6
13858,105,house,F000030,Sam,,Farr,,1941-07-04,CA,D,Yes,1997-01-07,55.5
13859,105,house,B000028,Henry,Scott,Baesler,,1941-07-09,KY,D,Yes,1997-01-07,55.5
13860,105,house,D000210,William,D.,Delahunt,,1941-07-18,MA,D,No,1997-01-07,55.5
13861,105,house,N000159,Charles,W.,Norwood,Jr.,1941-07-27,GA,R,Yes,1997-01-07,55.4
13862,105,house,D000549,Jennifer,B.,Dunn,,1941-07-29,WA,R,Yes,1997-01-07,55.4
13863,105,house,M001134,Sue,W.,Myrick,,1941-08-01,NC,R,Yes,1997-01-07,55.4
13864,105,house,S001004,Ted,,Strickland,,1941-08-04,OH,D,No,1997-01-07,55.4
13865,105,house,E000226,Bob,R.,Etheridge,,1941-08-07,NC,D,No,1997-01-07,55.4
13866,105,house,C000735,John,,Cooksey,,1941-08-20,LA,R,No,1997-01-07,55.4
13867,105,house,D000096,Danny,K.,Davis,,1941-09-06,IL,D,No,1997-01-07,55.3
13868,105,house,S000033,Bernard,,Sanders,,1941-09-08,VT,I,Yes,1997-01-07,55.3
13869,105,house,M000249,Robert,T.,Matsui,,1941-09-17,CA,D,Yes,1997-01-07,55.3
